,Year
1172,2008
1173,2008
1174,2008
1175,2008
1176,2008
1177,2008
1178,2008
1179,2008
1180,2008
1181,2008
1182,2008
1183,2008
1184,2008
1185,2008
1186,2008
1187,2008
1188,2008
1189,2008
1190,2008
1191,2008
1192,2008
1193,2008
1194,2008
1195,2008
1196,2008
1197,2008
1198,2008
1199,2008
1200,2008
1201,2008
1202,2008
1203,2008
1204,2008
1205,2008
1206,2008
1207,2008
1208,2008
1209,2008
1210,2008
1211,2008
1212,2008
1213,2008
1214,2008
1215,2008
1216,2008
1217,2008
1218,2008
1219,2008
1220,2008
1221,2008
1222,2008
1223,2008
1224,2008
1225,2008
1226,2008
1227,2008
1228,2008
1229,2008
1230,2008
1231,2008
1232,2008
1233,2008
1234,2008
1235,2008
1236,2008
1237,2008
1238,2008
1239,2008
1240,2008
1241,2008
1242,2008
1243,2008
1244,2008
1245,2008
1246,2008
1247,2008
1248,2008
1249,2008
1250,2008
1251,2008
1252,2008
1253,2008
1254,2008
1255,2008
1256,2008
1257,2008
1258,2008
1259,2008
1260,2008
1261,2008
1262,2008
1263,2008
1264,2008
1265,2008
1266,2008
1267,2008
1268,2008
1269,2008
1270,2008
1271,2008
1272,2008
1273,2008
1274,2008
1275,2008
1276,2008
1277,2008
1278,2008
1279,2008
1280,2008
1281,2008
1282,2008
1283,2008
1284,2008
1285,2008
1286,2008
1287,2008
1288,2008
1289,2008
1290,2008
1291,2008
1292,2008
1293,2008
1294,2008
1295,2008
1296,2008
1297,2008
1298,2008
1299,2008
1300,2008
1301,2008
1302,2008
1303,2008
1304,2008
1305,2008
1306,2008
1307,2008
1308,2008
1309,2008
1310,2008
1311,2008
1312,2007
1313,2007
1314,2007
1315,2007
1316,2007
1317,2007
1318,2007
1319,2007
1320,2007
1321,2007
1322,2007
1323,2007
1324,2007
1325,2007
1326,2007
1327,2007
1328,2007
1329,2007
1330,2007
1331,2007
1332,2007
1333,2007
1334,2007
1335,2007
1336,2007
1337,2007
1338,2007
1339,2007
1340,2007
1341,2007
1342,2007
1343,2007
1344,2007
1345,2007
1346,2007
1347,2007
1348,2007
1349,2007
1350,2007
1351,2007
1352,2007
1353,2007
1354,2007
1355,2007
1356,2007
1357,2007
1358,2007
1359,2007
1360,2007
1361,2007
1362,2007
1363,2007
1364,2007
1365,2007
1366,2007
1367,2007
1368,2007
1369,2007
1370,2007
1371,2007
1372,2007
1373,2007
1374,2007
1375,2007
1376,2007
1377,2007
1378,2007
1379,2007
1380,2007
1381,2007
1382,2007
1383,2007
1384,2007
1385,2007
1386,2007
1387,2007
1388,2007
1389,2007
1390,2007
1391,2007
1392,2007
1393,2007
1394,2007
1395,2007
1396,2007
1397,2007
1398,2007
1399,2007
1400,2007
1401,2007
1402,2007
1403,2007
1404,2007
1405,2007
1406,2007
1407,2007
1408,2007
1409,2007
1410,2007
1411,2007
1412,2007
1413,2007
1414,2007
1415,2007
1416,2007
1417,2007
1418,2007
1419,2007
1420,2007
1421,2007
1422,2007
1423,2007
1424,2007
1425,2007
1426,2007
1427,2007
1428,2007
1429,2007
1430,2007
1431,2007
1432,2007
1433,2007
1434,2007
1435,2007
1436,2007
1437,2007
1438,2007
1439,2007
1440,2007
1441,2007
1442,2007
1443,2007
1444,2007
1445,2007
1446,2007
1447,2007
1448,2007
1449,2007
1450,2007
1451,2007
1452,2007
1453,2007
1454,2007
1455,2007
1456,2007
1457,2007
1458,2007
1459,2007
1460,2007
1461,2007
1462,2007
1463,2007
1464,2007
1465,2007
1466,2007
1467,2007
1468,2007
1469,2007
1470,2007
1471,2007
1472,2007
1473,2007
1474,2007
1475,2007
1476,2007
1477,2007
1478,2007
1479,2007
1480,2007
1481,2007
1482,2007
1483,2007
1484,2007
1485,2007
1486,2007
1487,2007
1488,2007
1489,2007
1490,2007
1491,2007
1492,2007
1493,2007
1494,2007
1495,2007
1496,2007
1497,2007
1498,2007
1499,2007
1500,2007
1501,2007
1502,2007
1503,2007
1504,2007
1505,2007
1506,2007
1507,2007
1508,2007
1509,2007
1510,2007
1511,2007
1512,2006
1513,2006
1514,2006
1515,2006
1516,2006
1517,2006
1518,2006
1519,2006
1520,2006
1521,2006
1522,2006
1523,2006
1524,2006
1525,2006
1526,2006
1527,2006
1528,2006
1529,2006
1530,2006
1531,2006
1532,2006
1533,2006
1534,2006
1535,2006
1536,2006
1537,2006
1538,2006
1539,2006
1540,2006
1541,2006
1542,2006
1543,2006
1544,2006
1545,2006
1546,2006
1547,2006
1548,2006
1549,2006
1550,2006
1551,2006
1552,2006
1553,2006
1554,2006
1555,2006
1556,2006
1557,2006
1558,2006
1559,2006
1560,2006
1561,2006
1562,2006
1563,2006
1564,2006
1565,2006
1566,2006
1567,2006
1568,2006
1569,2006
1570,2006
1571,2006
1572,2006
1573,2006
1574,2006
1575,2006
1576,2006
1577,2006
1578,2006
1579,2006
1580,2006
1581,2006
1582,2006
1583,2006
1584,2006
1585,2006
1586,2006
1587,2006
1588,2006
1589,2006
1590,2006
1591,2006
1592,2006
1593,2006
1594,2006
1595,2006
1596,2006
1597,2006
1598,2006
1599,2006
1600,2006
1601,2006
1602,2006
1603,2006
1604,2006
1605,2006
1606,2006
1607,2006
1608,2006
1609,2006
1610,2006
1611,2006
1612,2006
1613,2006
1614,2006
1615,2006
1616,2006
1617,2006
1618,2006
1619,2006
1620,2006
1621,2006
1622,2006
1623,2006
1624,2006
1625,2006
1626,2006
1627,2006
1628,2006
1629,2006
1630,2006
1631,2006
1632,2006
1633,2006
1634,2006
1635,2006
1636,2006
1637,2006
1638,2006
1639,2006
1640,2006
1641,2006
1642,2006
1643,2006
1644,2006
1645,2006
1646,2006
1647,2006
1648,2006
1649,2006
1650,2006
1651,2006
1652,2006
1653,2006
1654,2006
1655,2006
1656,2006
1657,2006
1658,2006
1659,2006
1660,2006
1661,2006
1662,2006
1663,2006
1664,2006
1665,2006
1666,2006
1667,2006
1668,2006
1669,2006
1670,2006
1671,2006
1672,2006
1673,2006
1674,2006
1675,2006
1676,2006
1677,2006
1678,2006
1679,2006
1680,2006
1681,2006
1682,2006
1683,2006
1684,2006
1685,2006
1686,2006
1687,2006
1688,2006
1689,2006
1690,2006
1691,2006
1692,2006
1693,2006
1694,2006
1695,2006
1696,2006
1697,2006
1698,2006
1699,2006
1700,2006
1701,2006
1702,2005
1703,2005
1704,2005
1705,2005
1706,2005
1707,2005
1708,2005
1709,2005
1710,2005
1711,2005
1712,2005
1713,2005
1714,2005
1715,2005
1716,2005
1717,2005
1718,2005
1719,2005
1720,2005
1721,2005
1722,2005
1723,2005
1724,2005
1725,2005
1726,2005
1727,2005
1728,2005
1729,2005
1730,2005
1731,2005
1732,2005
1733,2005
1734,2005
1735,2005
1736,2005
1737,2005
1738,2005
1739,2005
1740,2005
1741,2005
1742,2005
1743,2005
1744,2005
1745,2005
1746,2005
1747,2005
1748,2005
1749,2005
1750,2005
1751,2005
1752,2005
1753,2005
1754,2005
1755,2005
1756,2005
1757,2005
1758,2005
1759,2005
1760,2005
1761,2005
1762,2005
1763,2005
1764,2005
1765,2005
1766,2005
1767,2005
1768,2005
1769,2005
1770,2005
1771,2005
1772,2005
1773,2005
1774,2005
1775,2005
1776,2005
1777,2005
1778,2005
1779,2005
1780,2005
1781,2005
1782,2005
1783,2005
1784,2005
1785,2005
1786,2005
1787,2005
1788,2005
1789,2005
1790,2005
1791,2005
1792,2005
1793,2005
1794,2005
1795,2005
1796,2005
1797,2005
1798,2005
1799,2005
1800,2005
1801,2005
1802,2005
1803,2005
1804,2005
1805,2005
1806,2005
1807,2005
1808,2005
1809,2005
1810,2005
1811,2005
1812,2005
1813,2005
1814,2005
1815,2005
1816,2005
1817,2005
1818,2005
1819,2005
1820,2005
1821,2005
1822,2005
1823,2005
1824,2005
1825,2005
1826,2005
1827,2005
1828,2005
1829,2005
1830,2005
1831,2005
1832,2005
1833,2005
1834,2005
1835,2005
1836,2005
1837,2005
1838,2005
1839,2005
1840,2005
1841,2005
1842,2005
1843,2005
1844,2005
1845,2005
1846,2005
1847,2004
1848,2004
1849,2004
1850,2004
1851,2004
1852,2004
1853,2004
1854,2004
1855,2004
1856,2004
1857,2004
1858,2004
1859,2004
1860,2004
1861,2004
1862,2004
1863,2004
1864,2004
1865,2004
1866,2004
1867,2004
1868,2004
1869,2004
1870,2004
1871,2004
1872,2004
1873,2004
1874,2004
1875,2004
1876,2004
1877,2004
1878,2004
1879,2004
1880,2004
1881,2004
1882,2004
1883,2004
1884,2004
1885,2004
1886,2004
1887,2004
1888,2004
1889,2004
1890,2004
1891,2004
1892,2004
1893,2004
1894,2004
1895,2004
1896,2004
1897,2004
1898,2004
1899,2004
1900,2004
1901,2004
1902,2004
1903,2004
1904,2004
1905,2004
1906,2004
1907,2004
1908,2004
1909,2004
1910,2004
1911,2004
1912,2004
1913,2004
1914,2004
1915,2004
1916,2004
1917,2004
1918,2004
1919,2004
1920,2004
1921,2004
1922,2004
1923,2004
1924,2004
1925,2004
1926,2004
1927,2004
1928,2004
1929,2004
1930,2004
1931,2004
1932,2004
1933,2004
1934,2004
1935,2004
1936,2004
1937,2004
1938,2004
1939,2004
1940,2004
1941,2004
1942,2004
1943,2004
1944,2004
1945,2004
1946,2004
1947,2004
1948,2004
1949,2004
1950,2004
1951,2004
1952,2004
1953,2004
1954,2004
1955,2004
1956,2004
1957,2004
1958,2004
1959,2004
1960,2004
1961,2004
1962,2004
1963,2004
1964,2004
1965,2004
1966,2004
1967,2004
1968,2004
1969,2004
1970,2004
1971,2004
1972,2004
1973,2004
1974,2004
1975,2004
1976,2004
1977,2004
1978,2004
1979,2004
1980,2004
1981,2004
1982,2004
1983,2004
1984,2004
1985,2004
1986,2004
1987,2004
1988,2004
1989,2003
1990,2003
1991,2003
1992,2003
1993,2003
1994,2003
1995,2003
1996,2003
1997,2003
1998,2003
1999,2003
2000,2003
2001,2003
2002,2003
2003,2003
2004,2003
2005,2003
2006,2003
2007,2003
2008,2003
2009,2003
2010,2003
2011,2003
2012,2003
2013,2003
2014,2003
2015,2003
2016,2003
2017,2003
2018,2003
2019,2003
2020,2003
2021,2003
2022,2003
2023,2003
2024,2003
2025,2003
2026,2003
2027,2003
2028,2003
2029,2003
2030,2003
2031,2003
2032,2003
2033,2003
2034,2003
2035,2003
2036,2003
2037,2003
2038,2003
2039,2003
2040,2003
2041,2003
2042,2003
2043,2003
2044,2003
2045,2003
2046,2003
2047,2003
2048,2003
2049,2003
2050,2003
2051,2003
2052,2003
2053,2003
2054,2003
2055,2003
2056,2003
2057,2003
2058,2003
2059,2003
2060,2003
2061,2003
2062,2003
2063,2003
2064,2003
2065,2003
2066,2003
2067,2003
2068,2003
2069,2003
2070,2003
2071,2003
2072,2003
2073,2003
2074,2003
2075,2003
2076,2003
2077,2003
2078,2003
2079,2003
2080,2003
2081,2003
2082,2003
2083,2003
2084,2003
2085,2003
2086,2003
2087,2003
2088,2003
2089,2003
2090,2003
2091,2003
2092,2003
2093,2003
2094,2003
2095,2003
2096,2003
2097,2003
2098,2003
2099,2003
2100,2003
2101,2003
2102,2003
2103,2003
2104,2003
2105,2003
2106,2003
2107,2003
2108,2003
2109,2003
2110,2003
2111,2003
2112,2003
2113,2003
2114,2003
2115,2003
2116,2003
2117,2003
2118,2002
2119,2002
2120,2002
2121,2002
2122,2002
2123,2002
2124,2002
2125,2002
2126,2002
2127,2002
2128,2002
2129,2002
2130,2002
2131,2002
2132,2002
2133,2002
2134,2002
2135,2002
2136,2002
2137,2002
2138,2002
2139,2002
2140,2002
2141,2002
2142,2002
2143,2002
2144,2002
2145,2002
2146,2002
2147,2002
2148,2002
2149,2002
2150,2002
2151,2002
2152,2002
2153,2002
2154,2002
2155,2002
2156,2002
2157,2002
2158,2002
2159,2002
2160,2002
2161,2002
2162,2002
2163,2002
2164,2002
2165,2002
2166,2002
2167,2002
2168,2002
2169,2002
2170,2002
2171,2002
2172,2002
2173,2002
2174,2002
2175,2002
2176,2002
2177,2002
2178,2002
2179,2002
2180,2002
2181,2002
2182,2002
2183,2002
2184,2002
2185,2002
2186,2002
2187,2002
2188,2002
2189,2002
2190,2002
2191,2002
2192,2002
2193,2002
2194,2002
2195,2002
2196,2002
2197,2002
2198,2002
2199,2002
2200,2002
2201,2002
2202,2002
2203,2002
2204,2002
2205,2002
2206,2002
2207,2002
2208,2002
2209,2002
2210,2002
2211,2002
2212,2002
2213,2002
2214,2002
2215,2002
2216,2002
2217,2002
2218,2002
2219,2002
2220,2002
2221,2002
2222,2002
2223,2002
2224,2002
2225,2002
2226,2002
2227,2002
2228,2002
2229,2001
2230,2001
2231,2001
2232,2001
2233,2001
2234,2001
2235,2001
2236,2001
2237,2001
2238,2001
2239,2001
2240,2001
2241,2001
2242,2001
2243,2001
2244,2001
2245,2001
2246,2001
2247,2001
2248,2001
2249,2001
2250,2001
2251,2001
2252,2001
2253,2001
2254,2001
2255,2001
2256,2001
2257,2001
2258,2001
2259,2001
2260,2001
2261,2001
2262,2001
2263,2001
2264,2001
2265,2001
2266,2001
2267,2001
2268,2001
2269,2001
2270,2001
2271,2001
2272,2001
2273,2001
2274,2001
2275,2001
2276,2001
2277,2001
2278,2001
2279,2001
2280,2001
2281,2001
2282,2001
2283,2001
2284,2001
2285,2001
2286,2001
2287,2001
2288,2001
2289,2001
2290,2001
2291,2001
2292,2001
2293,2001
2294,2001
2295,2001
2296,2001
2297,2001
2298,2001
2299,2001
2300,2001
2301,2001
2302,2001
2303,2001
2304,2001
2305,2001
2306,2001
2307,2001
2308,2001
2309,2001
2310,2001
2311,2001
2312,2001
2313,2001
2314,2001
2315,2001
2316,2001
2317,2001
2318,2001
2319,2001
2320,2001
2321,2001
2322,2001
2323,2001
2324,2001
2325,2001
2326,2001
2327,2001
2328,2001
2329,2001
2330,2001
2331,2001
2332,2001
2333,2001
2334,2001
2335,2001
2336,2001
2337,2001
2338,2001
2339,2001
2340,2001
2341,2001
2342,2001
2343,2001
2344,2001
2345,2001
2346,2001
2347,2001
2348,2001
2349,2001
2350,2000
2351,2000
2352,2000
2353,2000
2354,2000
2355,2000
2356,2000
2357,2000
2358,2000
2359,2000
2360,2000
2361,2000
2362,2000
2363,2000
2364,2000
2365,2000
2366,2000
2367,2000
2368,2000
2369,2000
2370,2000
2371,2000
2372,2000
2373,2000
2374,2000
2375,2000
2376,2000
2377,2000
2378,2000
2379,2000
2380,2000
2381,2000
2382,2000
2383,2000
2384,2000
2385,2000
2386,2000
2387,2000
2388,2000
2389,2000
2390,2000
2391,2000
2392,2000
2393,2000
2394,2000
2395,2000
2396,2000
2397,2000
2398,2000
2399,2000
2400,2000
2401,2000
2402,2000
2403,2000
2404,2000
2405,2000
2406,2000
2407,2000
2408,2000
2409,2000
2410,2000
2411,2000
2412,2000
2413,2000
2414,2000
2415,2000
2416,2000
2417,2000
2418,2000
2419,2000
2420,2000
2421,2000
2422,2000
2423,2000
2424,2000
2425,2000
2426,2000
2427,1999
2428,1999
2429,1999
2430,1999
2431,1999
2432,1999
2433,1999
2434,1999
2435,1999
2436,1999
2437,1999
2438,1999
2439,1999
2440,1999
2441,1999
2442,1999
2443,1999
2444,1999
2445,1999
2446,1999
2447,1999
2448,1999
2449,1999
2450,1999
2451,1999
2452,1999
2453,1999
2454,1999
2455,1999
2456,1999
2457,1999
2458,1999
2459,1999
2460,1999
2461,1999
2462,1999
2463,1999
2464,1999
2465,1999
2466,1999
2467,1999
2468,1999
2469,1999
2470,1999
2471,1999
2472,1999
2473,1999
2474,1999
2475,1999
2476,1999
2477,1999
2478,1999
2479,1999
2480,1999
2481,1999
2482,1999
2483,1999
2484,1999
2485,1999
2486,1999
2487,1999
2488,1999
2489,1999
2490,1999
2491,1999
2492,1999
2493,1999
2494,1999
2495,1999
2496,1999
2497,1999
